id,text,title,labels
doc_451,Are cloud-specific information security responsibilities clearly defined between the CSP and CSC?,27017 – Shared Responsibilities,"cloud security responsibilities, responsibility definition, CSP and CSC, shared responsibility model, information security roles"
doc_452,Is a shared responsibility model documented and communicated?,27017 – Shared Responsibilities,"Shared responsibility model, Documentation, Communication"
doc_453,Are cloud responsibilities included in contracts and SLAs?,27017 – Shared Responsibilities,"Cloud responsibilities, Contracts, Service level agreements"
doc_454,Does the organization regularly review responsibility assignments with the cloud provider?,27017 – Shared Responsibilities,"cloud provider, responsibility assignments, regular review"
doc_455,Are gaps in shared responsibilities identified and mitigated?,27017 – Shared Responsibilities,"Shared responsibility, Responsibility gaps, Gap identification, Gap mitigation"
doc_456,Are cloud service descriptions reviewed to understand security obligations?,27017 – Cloud Governance,"cloud service descriptions, security obligations, service description review"
doc_457,Are responsibilities for cloud configuration documented?,27017 – Cloud Governance,"Cloud configuration, Documented responsibilities"
doc_458,Does cloud governance include alignment with ISO 27001/27002 controls?,27017 – Cloud Governance,"Cloud governance, ISO 27001, ISO 27002, Control alignment"
doc_459,Are cloud service providers evaluated before onboarding?,27017 – Cloud Governance,"cloud service providers, provider evaluation, vendor onboarding"
doc_460,Is cloud onboarding subject to a risk assessment?,27017 – Cloud Governance,"cloud onboarding, risk assessment"
doc_461,"Is a cloud asset inventory maintained for virtual resources (VMs, storage, databases, APIs)?",27017 – Cloud Asset Management,"Cloud asset inventory, Virtual resources, Virtual machines, Cloud storage, Cloud databases, APIs"
doc_462,Are cloud assets tagged according to classification?,27017 – Cloud Asset Management,"Cloud assets, Asset tagging, Data classification"
doc_463,Are cloud assets mapped to their regions and zones?,27017 – Cloud Asset Management,"Cloud assets, Region mapping, Zone mapping"
doc_464,Are cloud resources automatically discovered through tooling?,27017 – Cloud Asset Management,"cloud resources, automatic discovery, discovery tooling"
doc_465,Are unmanaged or shadow cloud resources identified and removed?,27017 – Cloud Asset Management,"Unmanaged resources, Shadow cloud, Resource identification, Resource removal, Cloud governance"
doc_466,Is cloud data classified and labeled according to sensitivity?,27017 – Cloud Data Management,"Cloud data classification, Data labeling, Sensitivity levels"
doc_467,Are cloud storage buckets configured according to data classification?,27017 – Cloud Data Management,"cloud storage buckets, bucket configuration, data classification"
doc_468,Is sensitive cloud data encrypted in storage?,27017 – Cloud Data Management,"Sensitive data, Cloud data, Data encryption, Encryption at rest, Data storage"
doc_469,Is cloud data encrypted during transfer?,27017 – Cloud Data Management,"Cloud data, Data encryption, Data transfer, Encryption in transit"
doc_470,Are data residency or sovereignty requirements documented?,27017 – Cloud Data Management,"Data residency requirements, Data sovereignty requirements, Documentation requirements"
doc_471,Are cloud identity and access controls implemented based on least privilege?,27017 – Cloud Access Control,"Cloud identity, Access controls, Least privilege"
doc_472,Are IAM roles separated for administrators and users?,27017 – Cloud Access Control,"IAM roles, Role separation, Administrators, Users, Access control"
doc_473,Are cloud privileged access activities logged?,27017 – Cloud Access Control,"Cloud logging, Privileged access, Activity logs"
doc_474,Is MFA enforced for all cloud console access?,27017 – Cloud Access Control,"MFA enforcement, Cloud console access"
doc_475,Are API access tokens protected and rotated?,27017 – Cloud Access Control,"API access tokens, Token protection, Token rotation"
doc_476,Are long-lived cloud credentials avoided?,27017 – Cloud Access Control,"Cloud credentials, Long-lived credentials, Credential management"
doc_477,Are temporary cloud access rights automatically revoked?,27017 – Cloud Access Control,"temporary access rights, cloud access, automatic revocation, access revocation"
doc_478,Is a cloud key management policy established?,27017 – Cloud Cryptography,"cloud key management, key management policy, policy establishment"
doc_479,Are key management responsibilities defined for CSP and CSC?,27017 – Cloud Cryptography,"Key management responsibilities, CSP roles, CSC roles"
doc_480,Are cloud encryption keys stored in dedicated key vaults/HSMs?,27017 – Cloud Cryptography,"Cloud encryption keys, Dedicated key vaults, Hardware security modules"
doc_481,Are keys rotated according to policy?,27017 – Cloud Cryptography,"key rotation, rotation policy"
doc_482,Are cryptographic parameters validated against industry standards?,27017 – Cloud Cryptography,"cryptographic parameters, parameter validation, industry standards"
doc_483,Are cloud network security groups configured based on least privilege?,27017 – Cloud Network Security,"Cloud network security groups, Least privilege configuration, Network access control"
doc_484,Are firewall rules reviewed periodically?,27017 – Cloud Network Security,"Firewall rules, Periodic review"
doc_485,Are cloud-native firewalls and WAFs implemented?,27017 – Cloud Network Security,"cloud-native firewalls, web application firewalls, WAF implementation"
doc_486,Is network segmentation implemented using VPC/VNet capabilities?,27017 – Cloud Network Security,"Network segmentation, VPC capabilities, VNet capabilities"
doc_487,Is traffic between cloud services encrypted?,27017 – Cloud Network Security,"Cloud services, Inter-service traffic, Traffic encryption"
doc_488,Are cloud VPN tunnels monitored for anomalies?,27017 – Cloud Network Security,"Cloud VPN tunnels, Anomaly monitoring"
doc_489,Are cloud logs collected centrally?,27017 – Cloud Logging & Monitoring,"Central log collection, Cloud logs, Log management"
doc_490,Are API logs enabled for all cloud services?,27017 – Cloud Logging & Monitoring,"API logs, Log enablement, Cloud services"
doc_491,Are cloud audit logs protected from alteration?,27017 – Cloud Logging & Monitoring,"Cloud audit logs, Log integrity, Tamper protection, Alteration prevention"
doc_492,Are logs integrated with SIEM/SOC monitoring tools?,27017 – Cloud Logging & Monitoring,"Log integration, SIEM monitoring, SOC tools"
doc_493,Are anomaly detection rules applied to cloud logs?,27017 – Cloud Logging & Monitoring,"anomaly detection rules, cloud logs"
doc_494,Is cloud logging retention aligned with compliance requirements?,27017 – Cloud Logging & Monitoring,"Cloud logging, Log retention, Compliance requirements"
doc_495,Are CSP incident reporting procedures documented?,27017 – Cloud Incident Management,"CSP, incident reporting, reporting procedures, procedure documentation"
doc_496,Are CSC responsibilities during cloud incidents defined?,27017 – Cloud Incident Management,"CSC responsibilities, Cloud incidents, Incident roles definition"
doc_497,Does the CSP commit to notifying the customer of incidents within defined SLAs?,27017 – Cloud Incident Management,"CSP commitment, Incident notification, Customer notification, Defined SLAs"
doc_498,Are cloud incidents classified using a standardized model?,27017 – Cloud Incident Management,"Cloud incidents, Incident classification, Standardized model"
doc_499,Is cloud forensic data preserved according to legal requirements?,27017 – Cloud Incident Management,"Cloud forensics, Forensic data preservation, Legal requirements"
doc_500,Does the CSP perform root-cause analysis for major cloud incidents?,27017 – Cloud Incident Management,"cloud incidents, root-cause analysis, CSP practices, incident management"
