id,text,title,labels
doc_001,Have you identified internal issues that affect your ISMS?,Clause 4 – Context,"Internal issues, ISMS"
doc_002,Have you identified external issues that affect your ISMS?,Clause 4 – Context,"external issues, ISMS"
doc_003,Are relevant interested parties documented?,Clause 4 – Context,"Interested parties, Documentation"
doc_004,Are the information security requirements of interested parties documented?,Clause 4 – Context,"Interested parties, Information security requirements, Documentation"
doc_005,Is the ISMS scope clearly defined?,Clause 4 – Context,"ISMS scope, Scope definition, ISMS documentation"
doc_006,"Does the scope include all relevant assets, systems, and processes?",Clause 4 – Context,"Audit scope, Asset coverage, System coverage, Process coverage"
doc_007,Is the scope reviewed periodically?,Clause 4 – Context,"Scope review, Periodic review"
doc_008,Are exclusions from the ISMS scope justified?,Clause 4 – Context,"ISMS scope, Scope exclusions, Exclusion justification"
doc_009,Are dependencies with external parties documented?,Clause 4 – Context,"External dependencies, Third-party documentation, Dependency documentation"
doc_010,Are interfaces between different internal processes defined?,Clause 4 – Context,"process interfaces, internal processes, interface definition"
doc_011,Is top management committed to the ISMS?,Clause 5 – Leadership,"Top management commitment, ISMS"
doc_012,Is there a documented information security policy?,Clause 5 – Leadership,"Information security policy, Policy documentation"
doc_013,Has the information security policy been communicated to all employees?,Clause 5 – Leadership,"Information security policy, Policy communication, Employee awareness"
doc_014,Are roles and responsibilities for information security assigned?,Clause 5 – Leadership,"Information security roles, Roles and responsibilities, Responsibility assignment"
doc_015,Is there a governance committee for information security?,Clause 5 – Leadership,"Information security governance, Governance committee"
doc_016,Does management participate in risk assessment reviews?,Clause 5 – Leadership,"management participation, risk assessment reviews"
doc_017,Are ISMS objectives aligned to business goals?,Clause 5 – Leadership,"ISMS objectives, Business goals, Strategic alignment"
doc_018,Are ISMS objectives measurable and monitored?,Clause 5 – Leadership,"ISMS objectives, Measurable objectives, Objective monitoring"
doc_019,Are responsibilities for incident reporting defined?,Clause 5 – Leadership,"incident reporting, reporting responsibilities, responsibility definition"
doc_020,Does leadership allocate adequate resources for the ISMS?,Clause 5 – Leadership,"Leadership allocation, Resource allocation, ISMS resources, ISMS leadership"
doc_021,Has the organization identified ISMS-related risks?,Clause 6 – Planning,"ISMS risks, Risk identification"
doc_022,Is there a risk assessment methodology?,Clause 6 – Planning,Risk assessment methodology
doc_023,Is the risk assessment methodology documented?,Clause 6 – Planning,"Risk assessment methodology, Methodology documentation"
doc_024,Are risk owners assigned?,Clause 6 – Planning,"Risk owners, Risk ownership assignment"
doc_025,Are risk acceptance criteria defined?,Clause 6 – Planning,"Risk acceptance criteria, Risk management"
