id,text,title,labels
doc_201,"Is there a formal, approved information security policy outlining control objectives and requirements?",5.1 Information Security Policies,"information security policy, security procedures, security management framework, security governance, management framework"
doc_202,Is the information security policy reviewed at planned intervals?,5.1 Information Security Policies,"periodic review, audit frequency, policy review, information security policy, stakeholder awareness, regulatory compliance"
doc_203,Are all relevant stakeholders aware of the information security policy?,5.1 Information Security Policies,"policy review, information security policy, stakeholder awareness, regulatory compliance"
doc_204,Are procedures available to implement the information security policy?,5.1 Information Security Policies,"information security policy, security procedures, security management framework"
doc_205,Is an information security management framework established?,6.1 Internal Organization,"information security policy, security procedures, security management framework, security governance, management framework"
doc_206,Are information security roles clearly defined?,6.1 Internal Organization,"business continuity, contingency planning"
doc_207,Are conflicts of interest avoided through segregation of duties?,6.1 Internal Organization,"segregation of duties, conflict of interest prevention, conflicts of interest, internal controls"
doc_208,Is contact established with cybersecurity authorities?,6.1 Internal Organization,"external contacts, cybersecurity coordination, threat intelligence sharing, cybersecurity authorities, threat intelligence, industry groups"
doc_209,Is contact maintained with threat-intelligence communities and industry groups?,6.1 Internal Organization,"external contacts, cybersecurity coordination, threat intelligence sharing, cybersecurity authorities, threat intelligence, industry groups"
doc_210,Are mobile computing activities governed by policy?,6.2 Mobile Devices and Teleworking,security controls
doc_211,Are teleworking arrangements risk assessed and controlled?,6.2 Mobile Devices and Teleworking,"physical security controls, risk assessment"
doc_212,Are security requirements defined for remote access equipment?,6.2 Mobile Devices and Teleworking,security controls
doc_213,Are background verification checks conducted on new employees?,7.1 Prior to Employment,"background checks, new hires, employee screening"
doc_214,Is the organization verifying the integrity and reliability of new hires?,7.1 Prior to Employment,"background checks, new hires, employee screening"
doc_215,Do contracts contain confidentiality and security obligations?,7.1 Prior to Employment,"supplier contracts, security obligations"
doc_216,Are employees trained in their security responsibilities?,7.2 During Employment,"security awareness training, employee training, security responsibilities, workplace security"
doc_217,Is ongoing security awareness conducted?,7.2 During Employment,"security awareness, user responsibilities, ongoing training"
doc_218,Is disciplinary action defined for security violations?,7.2 During Employment,"anomaly detection, access monitoring, incident investigation"
doc_219,Are users reminded of security responsibilities regularly?,7.2 During Employment,"security awareness, user responsibilities, ongoing training"
doc_220,Is access removed when an employee changes role or leaves?,7.3 Termination or Change of Employment,"periodic review, access rights"
doc_221,Are organizational assets returned at offboarding?,7.3 Termination or Change of Employment,"offboarding, termination process, HR coordination, IT coordination, asset return, security controls"
doc_222,Is termination handled in coordination with HR and IT?,7.3 Termination or Change of Employment,"offboarding, termination process, HR coordination, IT coordination, asset return"
doc_223,Is an updated inventory of assets maintained?,8.1 Responsibility for Assets,asset management
doc_224,Are asset owners assigned and documented?,8.1 Responsibility for Assets,"asset ownership, asset handling, documentation"
doc_225,Do asset owners ensure appropriate asset handling?,8.1 Responsibility for Assets,"asset ownership, asset handling, documentation"
doc_226,Are assets classified based on sensitivity and value?,8.2 Information Classification,asset management
doc_227,Is information labeling implemented according to classification?,8.2 Information Classification,"information labeling, data classification, classification labels"
doc_228,Are handling procedures aligned with classification?,8.2 Information Classification,classification procedures
doc_229,Is removable media usage restricted and monitored?,8.3 Media Handling,"removable media, media transfers, usage monitoring, tracking, data protection"
doc_230,Is information securely erased from media before disposal?,8.3 Media Handling,"media handling, secure disposal, physical security, sensitive information"
doc_231,Are media transfers tracked and protected?,8.3 Media Handling,"security controls, removable media, media transfers, usage monitoring, tracking, data protection"
